"Alter_ID","label","Degree","Strength","Gender","Culture","House","Titles","Is_Noble","Active","Survival","Ego_ID"
"OTHELL_YARWYCK","Othell Yarwyck",6,24,"Male","None","Minor_Houses","Military_Knight",0,0,1,"SAM"
"OTHOR","Othor",4,15,"Male","None","None","None",0,0,0,"SAM"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"SAM"
"RANDYLL","Randyll Tarly",2,12,"Male","None","Minor_Houses","Nobility",1,0,1,"SAM"
"RAST","Rast",12,110,"Male","None","None","None",0,0,0,"SAM"
"CRASTER","Craster",10,114,"Male","North_and_Wildlings","None","None",0,0,0,"SAM"
"EDDISON_TOLLETT","Eddison Tollett",8,119,"Male","Westeros_South","None","Military_Knight",0,0,1,"SAM"
"GILLY","Gilly",13,183,"Female","North_and_Wildlings","None","None",0,0,1,"SAM"
"QHORIN","Qhorin",6,136,"Male","None","None","None",0,0,0,"SAM"
"JOJEN","Jojen Reed",14,186,"Male","North_and_Wildlings","Minor_Houses","None",0,0,1,"SAM"
"MEERA","Meera Reed",12,141,"Female","North_and_Wildlings","Minor_Houses","None",0,0,1,"SAM"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"SANSA"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"SANSA"
"BAELOR","Baelor I",9,30,"Male","None","None","Royalty",1,0,0,"SANSA"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"SANSA"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"SANSA"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"SANSA"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"SANSA"
"DAENERYS","Daenerys Targaryen",34,1212,"Female","None","Great_Houses","Royalty",1,0,1,"SANSA"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"SANSA"
"HUGH_OF_THE_VALE","Hugh",6,23,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,0,"SANSA"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"SANSA"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"SANSA"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"SANSA"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"SANSA"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"SANSA"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"SANSA"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"SANSA"
"MERYN_TRANT","Meryn Trant",16,161,"Male","None","Minor_Houses","Military_Knight",0,0,1,"SANSA"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"SANSA"
"MYCAH","Mycah",4,24,"Male","Westeros_South","None","None",0,0,0,"SANSA"
"MYRCELLA","Myrcella Baratheon",10,57,"Female","None","Great_Houses","Royalty",1,0,1,"SANSA"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"SANSA"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"SANSA"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"SANSA"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"SANSA"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"SANSA"
"SEPTA_MORDANE","Mordane",6,95,"Female","None","Great_Houses","Religion_Academic",0,0,0,"SANSA"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"SANSA"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"SANSA"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"SANSA"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"SANSA"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"SANSA"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"SANSA"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"SANSA"
"DONTOS","Dontos Hollard",3,19,"Male","None","Minor_Houses","Military_Knight",0,0,0,"SANSA"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"SANSA"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"SANSA"
"DESMOND","Desmond",3,6,"Male","None","Great_Houses","None",0,0,0,"SANSA"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"SANSA"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"SHAE"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"SHAE"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"SHAE"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"SHAE"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"SHAE"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"SHAE"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"SHAE"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"SHAE"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"SHAE"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"SHAE"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"SHAE"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"SHAE"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"SHAE"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"SHAE"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"STANNIS"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"STANNIS"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"STANNIS"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"STANNIS"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"STANNIS"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"STANNIS"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"STANNIS"
"KEVAN","Kevan Lannister",9,53,"Male","None","Great_Houses","Military_Knight",0,1,0,"STANNIS"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"STANNIS"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"STANNIS"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"STANNIS"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"STANNIS"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"STANNIS"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"STANNIS"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"STANNIS"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"STANNIS"
"TOMARD","Tomard",3,10,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"STANNIS"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"STANNIS"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"STANNIS"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"STANNIS"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"STANNIS"
"CRESSEN","Cressen",4,33,"Male","None","None","Religion_Academic",0,1,0,"STANNIS"
"DAVOS","Davos Seaworth",20,517,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"STANNIS"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"STANNIS"
"MATTHOS","Matthos Seaworth",9,109,"Male","None","Minor_Houses","None",0,0,0,"STANNIS"
"MELISANDRE","Melisandre",15,287,"Female","Essos","None","None",0,1,1,"STANNIS"
"SALLADHOR","Salladhor Saan",4,73,"Male","Essos","Great_Houses","Royalty",1,0,1,"STANNIS"
"RYLENE","Rylene",2,4,"Female","Westeros_South","None","Nobility",1,0,1,"STANNIS"
"SELYSE","Selyse Florent",3,25,"Female","None","Great_Houses","Nobility",1,0,1,"STANNIS"
"SHIREEN","Shireen Baratheon",5,60,"Female","None","Great_Houses","Royalty",1,0,1,"STANNIS"
"BALON","Balon Greyjoy",8,125,"Male","None","None","Royalty",1,0,0,"THEON"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"THEON"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"THEON"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"THEON"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"THEON"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"THEON"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"THEON"
"JORY_CASSEL","Jory Cassel",8,100,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"THEON"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"THEON"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"THEON"
"OLD_NAN","Nan",3,15,"Female","None","Great_Houses","None",0,0,1,"THEON"
"OSHA","Osha",15,401,"Female","North_and_Wildlings","Great_Houses","None",0,0,1,"THEON"
"RICKARD_KARSTARK","Rickard Karstark",16,123,"Male","North_and_Wildlings","Great_Houses","Nobility",1,0,0,"THEON"
"RICKON","Rickon Stark",18,195,"Male","North_and_Wildlings","Great_Houses","Royalty",1,0,1,"THEON"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"THEON"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"THEON"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"THEON"
"ROOSE_BOLTON","Roose Bolton",19,203,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"THEON"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"THEON"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"THEON"
"WALDER","Walder Frey",19,183,"Male","None","Minor_Houses","None",0,0,1,"THEON"
"WILL","Will",8,25,"Male","None","None","None",0,1,0,"THEON"
"BLACK_LORREN","Lorren",5,35,"Male","None","None","None",0,0,0,"THEON"
"DAGMER","Dagmer",10,82,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"THEON"
"FARLEN","Farlen",4,13,"Male","None","Great_Houses","None",0,0,0,"THEON"
"RAMSAY","Ramsay Snow",7,136,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"THEON"
"TORRHEN","Torrhen Karstark",5,16,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"THEON"
"YARA","Asha Greyjoy",6,133,"Female","Westeros_South","Great_Houses","Royalty",1,2,1,"THEON"
"MYRANDA","Myranda",3,36,"Female","North_and_Wildlings","None","None",0,0,1,"THEON"
"VIOLET","Violet",3,36,"Female","None","None","None",0,0,1,"THEON"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"TOMMEN"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"TOMMEN"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"TOMMEN"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"TOMMEN"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"TOMMEN"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"TOMMEN"
"MERYN_TRANT","Meryn Trant",16,161,"Male","None","Minor_Houses","Military_Knight",0,0,1,"TOMMEN"
"MYRCELLA","Myrcella Baratheon",10,57,"Female","None","Great_Houses","Royalty",1,0,1,"TOMMEN"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"TOMMEN"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"TOMMEN"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"TOMMEN"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"TOMMEN"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"TYRION"
"BALON","Balon Greyjoy",8,125,"Male","None","None","Royalty",1,0,0,"TYRION"
"BENJEN","Benjen Stark",10,84,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,0,1,"TYRION"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"TYRION"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"TYRION"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"TYRION"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"TYRION"
"GRENN","Grenn",12,220,"Male","Westeros_South","None","None",0,0,1,"TYRION"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"TYRION"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"TYRION"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"TYRION"
"JANOS","Janos Slynt",13,104,"Male","None","Minor_Houses","Military_Knight",0,0,0,"TYRION"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"TYRION"
"JOANNA","Joanna Lannister",3,7,"Female","Westeros_South","Great_Houses","Nobility",1,0,0,"TYRION"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"TYRION"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"TYRION"
"KEVAN","Kevan Lannister",9,53,"Male","None","Great_Houses","Military_Knight",0,1,0,"TYRION"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"TYRION"
"LEO_LEFFORD","Leo Lefford",3,7,"Male","None","Minor_Houses","Nobility",1,0,0,"TYRION"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"TYRION"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"TYRION"
"LYSA","Lysa Arryn",9,118,"Female","None","Great_Houses","Nobility",1,0,0,"TYRION"
"MAESTER_AEMON","Aemon Targaryen",10,84,"Male","Essos","None","Religion_Academic",0,0,0,"TYRION"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"TYRION"
"MARILLION","Marillion",7,34,"Male","None","None","None",0,0,0,"TYRION"
"MASHA_HEDDLE","Masha Heddle",2,8,"Female","None","None","None",0,0,0,"TYRION"
"MERYN_TRANT","Meryn Trant",16,161,"Male","None","Minor_Houses","Military_Knight",0,0,1,"TYRION"
"MORD","Mord",7,52,"Male","None","Great_Houses","None",0,0,1,"TYRION"
"MYRCELLA","Myrcella Baratheon",10,57,"Female","None","Great_Houses","Royalty",1,0,1,"TYRION"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"TYRION"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"TYRION"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"TYRION"
"RAST","Rast",12,110,"Male","None","None","None",0,0,0,"TYRION"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"TYRION"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"TYRION"
"ROBIN","Robert Arryn",9,70,"Male","Westeros_South","Great_Houses","Nobility",1,0,1,"TYRION"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"TYRION"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"TYRION"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"TYRION"
"SHAGGA","Shagga son of Dolf",4,35,"Male","North_and_Wildlings","None","None",0,0,1,"TYRION"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"TYRION"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"TYRION"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"TYRION"
"TYSHA","Tysha",2,4,"Female","None","None","None",0,0,1,"TYRION"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"TYRION"
"VARDIS_EGEN","Vardis Egen",6,39,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,0,"TYRION"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"TYRION"
"WALDER","Walder Frey",19,183,"Male","None","Minor_Houses","None",0,0,1,"TYRION"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"TYRION"
"MANDON","Mandon Moore",4,21,"Male","Westeros_South","Minor_Houses","Military_Knight",0,0,0,"TYRION"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"TYRION"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"TYRION"
"TIMETT","Timett",3,12,"Male","North_and_Wildlings","None","None",0,0,1,"TYRION"
"TRYSTANE","Trystane Martell",2,4,"Male","Westeros_South","Great_Houses","Royalty",1,0,1,"TYRION"
"DESMOND","Desmond",3,6,"Male","None","Great_Houses","None",0,0,0,"TYRION"
"MAREI","Marei",1,4,"Female","None","None","None",0,0,1,"TYRION"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"TYRION"
"ADDAM_MARBRAND","Addam Marbrand",3,8,"Male","None","Minor_Houses","Military_Knight",0,0,1,"TYWIN"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"TYWIN"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"TYWIN"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"TYWIN"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"TYWIN"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"TYWIN"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"TYWIN"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"TYWIN"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"TYWIN"
"JOANNA","Joanna Lannister",3,7,"Female","Westeros_South","Great_Houses","Nobility",1,0,0,"TYWIN"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"TYWIN"
"KEVAN","Kevan Lannister",9,53,"Male","None","Great_Houses","Military_Knight",0,1,0,"TYWIN"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"TYWIN"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"TYWIN"
"LYSA","Lysa Arryn",9,118,"Female","None","Great_Houses","Nobility",1,0,0,"TYWIN"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"TYWIN"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"TYWIN"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"TYWIN"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"TYWIN"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"TYWIN"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"TYWIN"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"TYWIN"
"ROOSE_BOLTON","Roose Bolton",19,203,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"TYWIN"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"TYWIN"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"TYWIN"
"SHAGGA","Shagga son of Dolf",4,35,"Male","North_and_Wildlings","None","None",0,0,1,"TYWIN"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"TYWIN"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"TYWIN"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"TYWIN"
"WALDER","Walder Frey",19,183,"Male","None","Minor_Houses","None",0,0,1,"TYWIN"
"AMORY","Amory Lorch",6,46,"Male","None","Great_Houses","Military_Knight",0,0,0,"TYWIN"
"HARREN","Harren Hoare",1,2,"Male","Westeros_South","None","Royalty",1,0,0,"TYWIN"
"JAQEN","Jaqen H'ghar",8,142,"Male","None","None","None",0,0,1,"TYWIN"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"TYWIN"
"POLLIVER","Polliver",6,23,"Male","None","Minor_Houses","Official",0,0,0,"TYWIN"
"REGINALD","Reginald",2,10,"Male","Westeros_South","None","None",1,0,1,"TYWIN"
"EDMURE","Edmure Tully",15,140,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"TYWIN"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"TYWIN"
"QYBURN","Qyburn",7,68,"Male","None","Great_Houses","Official",0,0,1,"TYWIN"
"STEELSHANKS_WALTON","Walton",4,21,"Male","None","Minor_Houses","None",0,0,1,"TYWIN"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"VARYS"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"VARYS"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"VARYS"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"VARYS"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"VARYS"
"DAENERYS","Daenerys Targaryen",34,1212,"Female","None","Great_Houses","Royalty",1,0,1,"VARYS"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"VARYS"
"ILLYRIO","Illyrio Mopatis",6,54,"Male","Essos","Great_Houses","Official",0,0,1,"VARYS"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"VARYS"
"JANOS","Janos Slynt",13,104,"Male","None","Minor_Houses","Military_Knight",0,0,0,"VARYS"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"VARYS"
"JON_ARRYN","Jon Arryn",11,55,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"VARYS"
"JORAH","Jorah Mormont",30,665,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,1,"VARYS"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"VARYS"
"LYSA","Lysa Arryn",9,118,"Female","None","Great_Houses","Nobility",1,0,0,"VARYS"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"VARYS"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"VARYS"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"VARYS"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"VARYS"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"VARYS"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"VARYS"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"VARYS"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"VARYS"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"VARYS"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"VARYS"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"VARYS"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"VARYS"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"VARYS"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"VARYS"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"WALDER"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"WALDER"
"HOSTER","Hoster Tully",4,23,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"WALDER"
"JOYEUSE","Joyeuse Erenford",7,26,"Female","None","Minor_Houses","Nobility",1,0,1,"WALDER"
"RICKARD_KARSTARK","Rickard Karstark",16,123,"Male","North_and_Wildlings","Great_Houses","Nobility",1,0,0,"WALDER"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"WALDER"
